,x1,x2,x3,x4,y
2763,23.07,65.46,1014.07,46.77,446.19
2764,23.95,59.92,1010.15,86.37,435.92
2765,7.32,41.22,1015.42,97.25,484.21
2766,29.42,56.9,1006.51,53.6,439.51
2767,23.07,57.17,1009.84,76.8,444.08
2768,16.45,63.31,1015.96,83.97,452.42
2769,26.05,46.21,1011.31,55.25,450.86
2770,27.39,66.93,1017.16,53.75,441.04
2771,13.89,45.08,1024.64,82.29,467.74
2772,27.96,77.24,1007.23,78.51,433.35
2773,28.9,68.84,1011.64,64.44,437.06
2774,28.14,51.43,1012.16,52.67,445.33
2775,25.71,52.84,1006.32,53.29,445.54
2776,22.66,69.84,1006.16,82.79,439.06
2777,19.69,56.65,1020.72,70.86,456.18
2778,25.22,71.85,1009.78,68.96,438.71
2779,19.21,60.07,1014.94,70.02,452.84
2780,17.46,40.22,1006.7,91.96,461.74
2781,25.66,70.02,1010.89,68.14,442.2
2782,32.8,68.67,1005.27,44.53,432.28
2783,20.39,64.15,1021.31,62.35,457.37
2784,22.02,64.45,1012.57,47.87,454.9
2785,27.18,64.79,1016.27,63.7,443.87
2786,7.67,35.77,1017.55,60.97,480.06
2787,5.94,39.9,1007.84,86.33,485.86
2788,11.63,41.5,1013.6,87.11,477.3
2789,16.39,41.67,1012.96,61.07,467.68
2790,32.89,66.44,1009.94,60.55,431.54
2791,25.58,63.47,1011.44,66.81,443.66
2792,16.76,48.14,1012.92,65.74,456.31
2793,25.1,69.89,1015.42,85.81,434.98
2794,23.62,61.87,1010.07,48.77,447.93
2795,7.36,41.01,1024.9,97.88,476.8
2796,18.85,41.1,1001.95,61.75,462.4
2797,28.8,73.4,1011.34,54.01,439.65
2798,6.25,39.04,1019.65,71.27,484.14
2799,20.15,49.5,1013.47,66.7,462.65
2800,21.82,65.27,1013.86,72.81,447.43
2801,25.18,61.08,1013.08,80.75,445.64
2802,21.28,70.32,1011.06,90.12,439.0
2803,14.73,54.3,1016.75,67.13,463.63
2804,24.99,58.79,1016.37,67.16,439.2
2805,21.36,59.54,1007.99,92.62,446.09
2806,14.66,47.83,1006.15,91.98,461.46
2807,10.35,39.82,1013.33,94.78,477.14
2808,10.13,39.18,1024.09,85.48,479.42
2809,5.42,41.38,1020.77,86.02,491.38
2810,21.99,51.19,1009.19,82.58,446.93
2811,17.68,44.92,1024.55,69.7,458.12
2812,20.72,68.61,1011.25,87.1,447.89
2813,27.98,74.78,1009.46,63.11,436.82
2814,14.66,41.76,1022.12,78.13,463.6
2815,26.18,69.84,1005.13,72.89,431.69
2816,10.71,41.93,1018.23,90.88,478.76
2817,24.66,69.94,1006.56,60.91,432.68
2818,14.3,42.99,1007.32,73.72,467.9
2819,25.15,73.67,1007.42,85.48,435.9
2820,31.9,69.4,1003.4,57.76,436.04
2821,5.67,45.87,1008.91,93.29,478.44
2822,18.31,50.9,1011.87,86.83,455.5
2823,8.49,36.25,1029.7,84.41,480.35
2824,27.74,74.78,1010.05,60.82,436.87
2825,22.43,63.94,1012.76,93.24,444.53
2826,21.17,58.46,1017.71,83.98,446.66
2827,17.94,62.1,1019.81,82.65,453.55
2828,16.13,39.99,1007.04,80.49,465.25
2829,11.02,40.71,1020.3,86.64,469.31
2830,5.85,40.77,1022.44,84.77,480.59
2831,21.46,51.61,1010.91,76.41,457.28
2832,25.85,75.08,1006.24,57.73,444.63
2833,5.33,39.33,1009.61,94.97,491.17
2834,15.69,44.6,1014.06,61.51,462.07
2835,30.97,67.69,1005.61,50.88,425.35
2836,25.68,67.79,1010.66,69.51,449.04
2837,12.87,39.3,1020.64,74.38,467.54
2838,29.29,73.18,1012.4,66.65,430.31
2839,13.05,34.03,1018.31,64.99,472.69
2840,12.24,44.92,1023.74,88.21,473.26
2841,29.65,71.25,1001.07,73.97,430.88
2842,9.43,43.69,1017.28,91.8,478.48
2843,15.76,44.89,1010.33,85.06,459.67
2844,23.74,62.96,1019.65,63.39,449.48
2845,22.99,60.77,1017.97,78.47,447.62
2846,30.34,68.08,1010.85,49.4,428.34
2847,21.94,50.32,1008.44,86.98,444.89
2848,8.35,43.52,1022.78,97.34,479.31
2849,27.23,44.05,1005.69,58.91,440.2
2850,11.76,41.58,1020.91,88.35,465.45
2851,8.16,39.72,1020.54,82.11,480.21
2852,23.26,59.21,1017.71,67.16,442.38
2853,20.12,65.94,1009.93,76.24,447.46
2854,6.75,39.37,1020.26,70.99,486.26
2855,31.82,73.68,1014.8,40.58,433.32
2856,29.25,71.94,1007.18,63.62,427.49
2857,34.33,74.34,1001.74,42.75,435.76
2858,7.89,71.14,1018.4,86.49,474.66
2859,27.33,66.17,1011.06,64.55,443.89
2860,21.94,58.79,1010.3,88.21,447.52
2861,11.48,42.02,1000.29,94.76,471.43
2862,24.96,65.18,1012.68,76.19,436.24
2863,10.72,41.38,1021.6,63.77,478.29
2864,13.33,54.3,1016.77,80.32,468.1
2865,31.85,68.3,1014.76,47.06,428.72
2866,23.9,61.41,1011.95,67.87,451.99
2867,26.12,75.6,1017.41,72.31,439.68
2868,5.82,41.38,1021.06,86.91,492.12
2869,16.27,58.2,1018.47,80.03,453.66
2870,26.82,69.05,1004.62,40.0,437.42
2871,12.77,36.71,1013.29,86.4,475.59
2872,22.32,69.48,1011.1,77.86,439.49
2873,12.97,49.83,1008.69,91.49,452.07
2874,34.1,73.03,1014.01,41.26,437.65
2875,8.11,41.92,1029.61,91.92,483.52
2876,11.9,39.16,1016.53,84.59,477.75
2877,22.84,61.87,1010.63,51.67,442.72
2878,10.27,38.38,1022.16,70.77,475.58
2879,6.94,39.61,1017.74,81.43,480.07
2880,23.07,57.5,1015.7,75.47,447.49
2881,25.04,65.48,1017.66,57.08,440.92
2882,14.33,42.86,1010.82,88.59,469.52
2883,18.33,52.08,1001.78,100.09,448.23
2884,10.95,43.8,1022.61,63.46,473.2
2885,32.21,68.14,1003.34,62.44,426.56
2886,21.87,61.45,1011.13,92.22,445.21
2887,26.56,65.59,1012.6,64.25,443.66
2888,25.35,66.56,1008.75,66.88,436.51
2889,18.82,61.27,1019.5,72.23,455.29
2890,21.31,58.05,1012.94,88.39,446.76
2891,29.86,59.57,1011.24,64.02,439.44
2892,21.39,58.05,1013.03,86.44,449.76
2893,27.02,71.77,1006.38,72.1,428.1
2894,32.0,73.17,1009.92,42.47,433.72
2895,24.12,62.44,1013.83,88.02,443.3
2896,27.23,71.77,1006.59,77.94,427.39
2897,19.3,65.59,1014.07,81.98,452.76
2898,25.49,47.45,1007.89,57.04,444.52
2899,14.01,45.08,1023.28,82.49,464.79
2900,31.04,74.67,1015.85,43.32,435.17
2901,24.54,58.66,1011.63,57.62,448.11
2902,8.36,40.67,1014.99,73.65,489.1
2903,23.1,51.3,1011.93,80.05,452.17
2904,3.38,41.31,998.79,97.76,489.11
2905,16.85,52.9,1019.47,81.28,460.84
2906,28.24,65.74,1013.4,64.87,438.47
2907,17.09,42.42,1009.03,72.01,464.11
2908,25.64,63.47,1012.33,68.35,442.62
2909,12.74,49.83,1007.44,91.47,466.09
2910,14.56,39.39,1014.23,80.61,471.72
2911,27.34,70.98,1008.82,71.42,438.73
2912,13.08,39.28,1012.41,77.98,474.13
2913,7.03,41.74,1021.92,86.44,486.91
2914,12.49,41.62,1011.37,82.68,461.35
2915,29.04,62.26,1010.63,56.6,433.97
2916,30.37,67.45,1015.35,45.6,431.38
2917,26.58,62.39,1006.36,68.98,438.66
2918,12.82,46.18,1018.53,88.46,466.06
2919,20.59,42.04,1009.78,62.77,463.08
2920,15.77,58.16,1016.09,82.56,450.11
2921,24.26,66.44,1011.33,55.32,445.63
2922,13.9,39.54,1007.01,81.33,471.16
2923,9.63,43.02,1012.4,68.41,480.21
2924,31.04,68.31,1010.54,42.74,441.56
2925,14.62,46.18,1014.75,96.81,462.26
2926,21.57,66.49,1014.76,68.19,455.18
2927,14.57,37.86,1022.44,68.82,463.58
2928,8.99,36.66,1028.11,71.98,481.03
2929,13.84,41.26,1020.92,74.74,462.46
2930,18.88,40.79,1004.98,92.65,459.06
2931,23.35,47.01,1015.03,73.9,456.3
2932,28.66,74.93,1014.04,51.26,440.79
2933,22.07,70.72,1010.52,82.96,442.88
2934,10.68,37.92,1009.59,65.05,474.03
2935,22.21,69.71,1009.69,96.85,440.14
2936,26.76,70.98,1007.64,90.51,437.83
2937,22.88,50.23,1016.11,63.77,458.08
2938,19.43,52.9,1017.16,67.41,458.46
2939,8.27,38.56,1016.47,66.6,485.31
2940,12.21,44.34,1017.98,86.17,475.06
2941,14.53,39.0,1016.48,76.36,464.86
2942,28.8,71.58,1010.51,59.87,434.82
2943,12.59,44.34,1017.01,85.57,474.11
2944,24.25,74.93,1013.07,69.31,445.44
2945,10.65,41.78,1013.66,70.04,474.27
2946,4.96,45.87,1007.32,98.78,481.88
2947,20.95,48.14,1013.3,67.72,452.38
2948,23.57,67.9,1006.08,70.12,446.72
2949,8.83,36.25,1028.86,85.6,478.45
2950,24.96,74.99,1008.25,80.52,440.91
2951,15.0,41.17,1015.57,64.82,468.72
2952,9.33,44.03,1011.73,86.04,474.15
2953,24.17,71.58,1010.16,89.96,436.27
2954,24.26,56.57,1013.86,70.35,442.9
2955,22.69,49.21,1012.64,46.83,449.01
2956,27.35,60.75,1008.98,67.56,435.14
2957,14.2,38.62,1017.83,77.57,465.29
2958,12.41,37.92,1008.09,65.23,470.49
2959,10.37,37.5,1013.19,79.25,473.1
2960,10.72,40.81,1016.51,80.26,474.64
2961,9.33,36.3,1027.88,79.23,479.6
2962,18.03,53.16,1013.1,81.42,457.73
2963,21.97,68.12,1012.53,75.12,443.39
2964,5.15,45.87,1008.02,98.36,479.61
2965,12.15,45.01,1018.89,90.02,468.07
2966,25.31,61.5,1009.31,63.31,437.03
2967,21.29,47.45,1008.85,71.6,447.78
2968,19.93,57.25,1010.6,89.34,455.15
2969,14.26,42.32,1016.0,77.43,463.71
2970,11.75,42.32,1015.28,77.25,470.44
2971,22.56,66.48,1003.82,77.46,437.73
2972,12.25,41.38,1021.81,59.0,474.77
2973,30.98,67.48,1009.96,58.92,439.39
2974,16.97,50.9,1012.31,82.65,463.28
2975,18.87,44.06,1013.42,68.78,451.4
2976,27.18,64.44,1012.81,61.27,440.3
2977,22.12,69.71,1009.7,90.22,434.42
2978,16.96,52.9,1019.61,81.86,460.2
2979,25.23,61.86,1013.0,76.18,441.48
2980,24.42,65.94,1011.25,65.04,439.63
2981,18.46,42.18,1001.47,97.61,458.67
2982,20.86,39.72,1001.73,56.38,456.27
2983,21.19,42.48,1013.43,80.52,469.76
2984,19.8,51.19,1008.25,91.98,446.66
2985,23.75,68.51,1013.21,76.01,441.61
2986,12.19,40.05,1014.65,85.1,472.68
2987,10.2,41.62,1016.52,98.09,462.87
2988,17.9,58.33,1013.6,85.81,452.28
2989,14.56,25.88,1009.46,78.22,466.29
2990,24.57,51.95,1005.8,70.07,448.15
2991,14.49,41.16,1000.5,82.17,465.24
2992,23.62,56.85,1011.11,64.44,442.96
2993,13.67,38.53,1009.3,81.85,470.39
2994,17.51,53.16,1013.13,82.86,457.45
2995,26.05,73.88,1005.67,82.08,439.96
2996,13.44,42.34,1018.0,96.65,459.6
2997,23.54,70.32,1010.89,80.76,434.45
2998,24.35,60.27,1017.6,75.45,441.74
2999,17.98,59.15,1012.09,83.03,451.97
3000,20.84,59.8,1016.96,75.05,451.13
3001,11.73,37.92,1008.24,65.13,472.04
3002,7.65,40.67,1020.14,72.37,491.1
3003,17.48,43.14,1018.68,74.85,459.59
3004,21.24,41.67,1012.6,49.27,459.81
3005,30.69,73.67,1006.14,60.58,430.45
3006,31.44,72.86,1003.74,61.45,433.59
3007,14.65,39.28,1014.04,77.98,470.41
3008,25.36,60.07,1015.06,66.11,439.73
3009,6.07,41.14,1027.57,86.98,480.19
3010,22.58,52.3,1009.04,78.99,445.6
3011,17.29,44.63,1019.6,41.98,460.66
3012,30.55,70.04,1010.51,49.37,429.56
3013,32.69,72.86,1003.57,56.84,431.76
3014,8.66,36.25,1028.22,86.96,479.66
3015,10.35,40.27,1005.09,92.42,477.8
3016,12.81,44.58,1016.49,80.76,475.5
3017,8.64,34.69,1026.79,80.88,482.15
3018,19.15,44.89,1009.6,74.52,451.09
3019,17.58,39.63,1004.84,80.43,467.33
3020,25.65,69.45,1013.95,50.42,436.24
3021,10.36,41.46,1017.53,92.04,478.27
3022,25.87,67.79,1011.16,79.88,445.87
3023,31.53,70.94,1007.11,50.04,431.84
3024,7.82,40.72,1022.17,88.13,481.52
3025,16.57,43.7,1015.67,71.95,465.78
3026,14.54,42.99,1009.27,90.88,468.93
3027,32.56,68.14,1004.02,35.04,425.11
3028,10.02,38.18,1017.43,68.4,476.83
3029,22.75,58.79,1011.44,84.47,445.67
3030,11.91,43.22,1008.75,76.57,472.88
3031,15.6,44.68,1018.35,85.91,463.82
3032,25.21,46.21,1010.87,59.35,439.55
3033,22.46,48.41,1008.66,80.85,442.57
3034,17.36,52.9,1015.42,69.97,458.66
3035,29.85,61.85,1005.45,61.85,436.46
3036,29.62,71.8,1011.05,63.13,438.55
3037,19.23,45.01,1012.24,72.91,450.77
3038,27.27,72.58,1009.25,89.31,428.93
3039,15.16,50.88,1013.88,100.11,460.03
3040,31.12,68.94,1006.05,68.46,431.92
3041,31.96,71.29,1008.39,47.51,433.04
3042,24.55,58.86,1015.22,60.53,445.8
3043,25.6,73.67,1005.78,84.82,433.25
3044,18.59,39.54,1008.56,68.61,462.56
3045,17.69,46.36,1019.55,86.64,462.81
3046,22.85,60.29,1017.29,61.92,448.58
3047,23.47,51.3,1011.89,74.1,448.65
3048,28.54,72.99,1007.42,67.87,432.0
3049,20.48,39.72,1001.61,57.32,455.58
3050,24.3,69.23,1013.17,59.91,440.56
3051,9.54,41.17,1019.79,65.61,481.18
3052,21.48,47.43,1006.88,63.54,449.2
3053,22.79,68.63,1012.99,55.78,446.16
3054,29.0,69.13,1001.22,52.96,425.5
3055,20.01,59.87,1019.0,84.12,448.39
3056,27.62,71.14,1011.6,52.8,434.72
3057,16.72,44.34,1019.26,63.77,465.89
3058,29.6,71.58,1010.34,52.56,434.64
3059,17.51,58.86,1016.78,83.63,453.2
3060,20.76,57.25,1011.01,90.31,444.85
3061,34.62,69.05,1000.68,38.35,425.41
3062,21.8,65.94,1012.02,63.52,448.66
3063,16.22,50.88,1014.33,100.09,454.94
3064,17.49,40.55,1001.73,73.15,462.37
3065,14.65,35.4,1016.16,60.26,469.61
3066,14.01,42.74,1029.16,68.31,466.15
3067,11.58,41.74,1020.41,74.09,478.06
3068,14.62,42.86,1015.56,84.5,470.79
3069,25.56,60.32,1016.28,59.84,445.01
3070,9.02,38.08,1019.02,69.98,478.32
3071,28.43,68.08,1011.32,58.19,433.05
3072,28.36,60.23,1010.05,53.03,441.08
3073,23.74,52.3,1008.88,76.34,444.4
3074,9.18,42.18,1017.4,87.3,475.57
3075,28.69,67.25,1017.71,53.83,432.21
3076,20.29,63.09,1019.03,76.07,448.22
3077,14.21,39.16,1016.5,85.09,473.87
3078,23.88,69.94,1007.48,61.0,440.63
3079,7.41,40.81,1026.15,88.96,488.48
3080,25.18,47.93,1002.92,60.33,441.29
3081,18.97,44.78,1007.87,47.98,463.46
3082,26.96,72.86,1004.86,59.17,441.12
3083,12.25,40.75,1016.02,82.4,475.07
3084,19.04,43.43,1009.25,68.74,453.32
3085,12.42,38.25,1012.76,82.23,472.3
3086,12.35,40.8,1027.35,72.69,476.88
3087,24.6,67.69,1008.67,67.69,440.22
3088,19.9,56.53,1020.52,78.05,456.48
3089,23.25,63.86,1017.82,59.64,445.12
3090,30.96,69.82,1009.6,51.55,438.74
3091,13.72,45.09,1012.95,87.41,466.24
3092,8.34,40.72,1023.62,83.75,483.14
3093,25.74,59.07,1007.37,79.89,441.05
3094,23.87,63.94,1019.02,44.28,445.11
3095,13.93,44.47,1025.35,81.54,469.25
3096,12.58,39.72,1017.85,57.74,471.24
3097,25.79,70.4,1007.11,86.03,437.98
3098,11.67,42.74,1025.92,79.57,474.75
3099,26.33,64.45,1013.12,43.31,450.67
3100,19.92,63.31,1015.02,82.71,443.54
3101,19.36,68.61,1010.85,94.87,454.5
3102,28.05,62.6,1017.01,46.46,449.73
3103,8.77,40.46,1019.68,77.84,475.0
3104,20.32,49.16,1007.47,91.12,443.59
3105,28.44,69.84,1003.25,68.24,426.69
3106,23.4,65.06,1014.32,67.38,442.7
3107,15.85,49.69,1015.33,89.24,469.4
3108,8.35,42.85,1010.46,90.13,483.63
3109,12.8,44.9,1007.58,66.6,466.95
3110,14.16,40.89,1010.78,82.86,471.15
3111,31.66,73.91,1004.49,68.13,431.26
3112,16.37,52.9,1015.14,73.11,461.15
3113,12.35,44.2,1017.81,82.49,471.65
3114,13.07,42.18,1014.98,87.77,461.71
3115,26.93,56.9,1006.25,77.79,444.7
3116,13.8,39.82,1012.37,83.69,473.56
3117,22.57,68.3,1017.43,87.69,440.81
3118,8.04,40.64,1020.64,89.26,477.78
3119,14.1,43.34,1012.91,86.45,465.22
3120,21.09,50.9,1012.42,69.09,456.09
3121,16.61,45.87,1009.34,97.93,455.86
3122,19.0,58.95,1018.05,83.38,451.96
3123,12.33,39.28,1011.84,80.01,476.49
3124,10.51,37.5,1010.7,96.29,474.24
3125,17.2,58.49,1012.06,92.01,458.5
3126,6.82,41.03,1022.12,87.63,489.64
3127,5.71,41.31,1003.24,89.48,485.83
3128,28.33,78.92,1011.15,70.04,432.67
3129,5.76,40.07,1013.22,62.99,494.67
3130,24.43,47.45,1007.68,65.18,446.45
3131,25.06,52.36,1014.7,67.98,454.13
3132,9.2,40.77,1011.88,89.86,479.82
3133,13.95,71.14,1019.76,75.51,461.18
3134,24.64,58.49,1011.2,72.67,444.95
3135,27.11,69.59,1008.56,79.2,437.2
3136,15.99,43.34,1014.2,78.66,465.96
3137,19.64,56.53,1019.6,76.19,447.66
3138,25.33,71.73,1009.78,77.78,435.23
3139,3.4,39.64,1011.1,83.43,459.86
3140,11.79,45.09,1013.16,89.17,469.49
3141,10.39,40.22,1004.95,91.65,476.49
3142,21.01,60.1,1010.93,78.6,450.99
3143,23.04,59.43,1010.23,68.99,442.99
3144,26.75,64.79,1017.79,54.31,438.4
3145,26.09,49.3,1003.79,66.19,439.82
3146,26.14,69.14,1007.1,88.27,439.03
3147,19.35,39.39,1013.91,61.53,465.28
3148,14.2,45.51,1015.36,74.85,465.35
3149,27.0,73.42,1012.2,87.28,432.79
3150,8.49,43.69,1016.93,85.63,483.62
3151,31.63,65.74,1010.83,50.59,437.54
3152,22.79,71.77,1005.75,90.91,435.53
3153,12.19,44.63,1018.96,80.91,468.91
3154,29.03,67.79,1010.67,55.42,444.09
3155,26.69,79.74,1008.29,73.79,431.41
3156,23.48,60.23,1011.91,79.48,437.44
3157,26.92,78.92,1011.65,96.22,434.64
3158,30.69,71.98,1004.53,65.86,430.33
3159,29.74,56.9,1007.15,41.91,438.76
3160,9.82,41.26,1007.71,96.69,478.02
3161,11.35,40.73,1019.37,96.05,472.32
3162,17.9,48.98,1014.17,80.4,453.02
3163,30.28,74.67,1016.45,55.76,428.27
3164,5.98,39.61,1017.27,84.86,482.17
3165,29.88,68.08,1011.14,55.78,429.33
3166,30.4,77.3,1002.44,59.42,438.43
3167,26.48,73.06,1008.07,90.73,433.31
3168,15.26,46.18,1013.68,98.58,463.6
3169,29.12,74.87,1009.85,62.51,435.51
3170,34.24,74.67,1016.24,25.56,425.58
3171,23.39,69.13,1010.99,90.66,434.5
3172,10.39,39.69,1003.31,89.6,473.0
3173,14.48,44.06,1018.73,75.88,467.46
3174,17.92,50.66,1012.62,93.0,456.84
3175,29.26,69.34,1009.76,58.64,435.32
3176,21.7,70.32,1009.12,91.3,438.52
3177,29.4,57.19,1008.34,53.95,436.92
3178,24.44,69.84,1005.34,80.37,430.3
3179,25.42,67.25,1017.92,68.61,439.43
3180,19.7,51.3,1014.88,88.1,454.94
3181,30.21,79.74,1006.82,54.03,430.83
3182,10.98,41.39,1017.54,85.31,476.31
3183,13.42,38.91,1012.81,73.82,472.22
3184,13.67,41.48,1017.51,63.54,463.97
3185,33.34,69.88,1007.65,42.72,437.84
3186,12.4,40.35,1011.46,79.49,476.44
3187,28.06,70.04,1009.89,66.07,431.7
3188,22.25,66.54,1004.64,89.15,437.19
3189,7.01,37.8,1021.47,62.84,483.95
3190,15.21,35.4,1016.31,58.26,468.18
3191,10.44,37.83,1006.31,97.2,474.42
3192,21.11,65.94,1009.83,71.91,448.77
3193,6.22,39.85,1012.05,86.88,443.73
3194,13.9,45.08,1023.29,83.43,465.31
3195,8.95,38.56,1017.85,64.34,475.43
3196,24.17,71.25,1003.9,90.36,435.66
3197,24.04,72.43,1008.02,87.2,439.39
3198,25.3,58.46,1015.91,69.71,439.25
3199,11.02,41.26,1020.69,92.13,471.93
3200,21.64,50.32,1008.41,86.32,442.52
3201,9.47,36.54,1007.93,77.65,475.48
3202,24.2,59.43,1009.69,62.3,440.66
3203,25.44,61.25,1012.57,87.65,441.77
3204,23.86,45.87,1007.71,48.73,446.67
3205,14.43,44.47,1028.57,70.7,466.56
3206,15.32,45.01,1013.3,83.72,459.31
3207,15.79,50.88,1014.58,99.9,460.19
3208,8.48,36.18,1013.31,75.15,480.63
3209,25.67,69.88,1007.84,83.32,441.35
3210,8.77,42.49,1010.7,86.78,469.1
3211,7.38,44.71,1020.27,70.55,486.91
3212,17.68,40.89,1011.24,61.37,462.08
3213,25.65,78.92,1010.83,86.56,434.78
3214,8.9,41.4,1030.83,85.63,472.95
3215,21.4,59.21,1017.84,78.01,444.15
3216,14.22,37.85,1011.24,88.49,471.05
3217,15.99,43.5,1021.34,73.22,460.7
3218,17.66,60.08,1017.22,86.96,456.62
3219,13.78,40.0,1018.38,68.67,458.74
3220,30.69,69.89,1013.9,42.85,431.01
3221,10.94,39.04,1021.62,86.41,479.8
3222,24.88,63.91,1009.41,77.75,447.28
3223,23.89,48.41,1010.48,62.31,441.83
3224,9.23,42.44,1014.34,94.2,481.29
3225,12.36,45.09,1013.05,88.4,467.2
3226,26.41,60.93,1007.16,66.02,436.71
3227,19.63,52.72,1025.09,51.16,459.12
3228,26.73,68.84,1010.75,66.83,440.45
3229,14.77,39.16,1016.12,81.88,470.39
3230,5.15,40.07,1012.27,63.31,495.35
3231,30.36,74.87,1008.96,61.87,435.31
3232,5.15,40.78,1025.34,95.84,483.03
3233,28.03,60.23,1010.23,66.04,438.88
3234,13.72,54.3,1017.89,79.08,467.05
3235,15.52,36.99,1006.86,89.7,467.9
3236,28.25,66.54,1011.02,43.77,439.67
3237,12.07,40.81,1025.63,68.02,475.96
3238,17.23,40.12,1013.52,81.55,456.2
3239,29.45,68.24,1007.45,32.81,432.53
3240,28.11,69.84,1004.68,67.08,427.33
3241,20.63,43.77,1010.71,62.34,448.25
3242,23.25,71.29,1008.05,71.36,442.21
3243,17.73,40.55,1003.36,74.62,462.69
3244,10.14,45.01,1018.12,94.32,473.56
3245,6.74,36.08,1020.36,86.98,484.18
3246,13.77,42.86,1030.72,77.3,471.38
3247,23.59,59.43,1009.96,65.8,440.61
3248,22.85,59.15,1014.74,63.92,448.61
3249,23.64,60.95,1014.92,64.91,447.86
3250,13.98,39.18,1009.61,89.12,467.97
3251,19.13,50.78,1008.51,87.54,447.03
3252,16.92,44.6,1017.34,58.75,460.17
3253,12.6,40.35,1011.89,80.88,475.42
3254,9.7,40.71,1025.63,80.34,483.19
3255,11.49,44.63,1020.44,86.04,471.08
3256,12.32,43.69,1016.26,83.18,471.6
3257,10.04,41.62,1013.36,95.17,463.87
3258,28.46,69.75,1009.46,79.75,435.75
3259,28.41,61.47,1008.94,56.56,442.54
3260,26.38,65.12,1016.1,47.57,441.07
3261,30.1,67.45,1014.23,39.04,434.01
3262,20.46,51.43,1007.31,93.25,444.88
3263,26.91,71.64,1004.59,83.54,438.73
3264,16.09,50.59,1015.69,84.41,463.64
3265,15.25,43.02,1012.04,41.43,467.23
3266,16.56,42.99,1007.48,74.45,464.62
3267,27.4,69.13,1001.4,82.47,426.18
3268,29.27,64.69,1006.85,55.79,438.23
3269,23.25,72.99,1009.17,89.85,438.51
3270,11.45,40.8,1027.74,78.6,476.28
3271,21.58,67.25,1017.39,79.0,446.15
3272,14.12,42.99,1007.13,78.16,468.45
3273,27.52,67.9,1005.65,59.52,439.01
3274,7.0,38.5,1014.09,81.32,489.52
3275,8.62,42.49,1009.06,86.93,481.87
3276,16.17,38.01,1022.19,70.99,462.54
3277,12.2,44.77,1018.64,76.1,469.41
3278,26.27,59.44,1012.23,58.77,443.67
3279,22.59,59.43,1005.85,84.02,442.0
3280,31.18,70.36,1006.38,56.74,438.46
3281,7.79,43.13,1019.67,85.35,484.42
3282,21.28,70.72,1010.29,86.22,445.54
3283,19.97,59.21,1017.87,83.46,450.41
3284,34.51,73.03,1013.73,39.42,439.8
3285,16.34,36.99,1006.99,90.06,466.24
3286,11.3,43.14,1019.56,99.83,469.73
3287,24.98,60.32,1015.63,57.19,444.67
3288,28.23,64.05,1011.98,75.23,442.3
3289,10.27,52.75,1026.19,76.78,470.76
3290,33.73,69.88,1007.21,42.93,434.83
3291,21.87,66.86,1013.01,57.39,453.62
3292,13.98,40.71,1022.72,71.83,474.46
3293,16.96,63.31,1016.42,77.09,454.14
3294,22.63,58.41,1013.69,90.32,445.43
3295,19.02,47.45,1007.44,76.76,453.08
3296,25.58,47.01,1014.5,63.53,454.39
3297,12.95,41.38,1021.97,53.83,474.46
3298,14.74,44.47,1028.29,67.87,462.92
3299,31.23,66.75,1017.48,36.55,433.9
3300,13.06,44.2,1018.95,85.68,469.02
3301,20.4,54.9,1016.68,64.26,452.56
3302,30.74,69.59,1008.69,68.04,437.81
3303,13.24,39.16,1016.52,86.66,474.48
3304,9.38,40.46,1019.29,75.77,474.1
3305,25.59,72.43,1007.88,82.98,432.49
3306,10.25,41.46,1020.65,87.07,481.94
3307,14.03,41.79,1008.07,83.32,457.98
3308,25.98,68.12,1011.36,66.86,439.0
3309,5.6,38.91,1019.31,85.33,491.1
3310,10.05,41.58,1021.35,95.19,469.03
3311,16.39,58.59,1014.58,90.34,455.05
3312,17.98,60.1,1009.61,84.11,452.57
3313,10.16,41.79,1021.35,52.4,472.75
3314,24.63,59.57,1010.45,85.36,440.67
3315,23.96,46.93,1013.98,47.22,450.86
3316,10.5,40.8,1024.06,76.05,482.85
3317,20.6,66.86,1013.08,62.48,451.44
3318,22.49,58.82,1009.73,85.19,444.11
3319,13.83,38.73,999.62,91.95,469.81
3320,16.03,65.46,1013.96,87.56,455.17
3321,13.49,41.78,1010.66,63.34,467.92
3322,19.13,59.21,1018.32,89.66,450.81
3323,28.66,50.05,1006.08,47.74,435.94
3324,20.56,43.79,1015.85,45.7,462.11
3325,16.21,50.9,1012.46,84.45,462.68
3326,18.28,44.71,1016.99,33.71,462.28
3327,34.29,68.51,1009.58,32.25,427.62
3328,8.83,41.26,1023.04,86.08,478.87
3329,24.67,69.14,1006.25,88.51,440.03
3330,9.75,52.72,1026.03,78.53,473.41
3331,23.89,70.04,1011.16,84.9,433.71
3332,18.9,60.07,1016.02,71.38,451.5
3333,17.95,49.21,1012.05,59.44,455.1
3334,28.82,71.43,1011.51,58.58,443.68
3335,24.34,70.79,1006.82,85.66,433.83
3336,29.76,57.19,1008.59,51.1,436.21
3337,18.93,44.06,1017.58,68.23,454.75
3338,29.19,65.71,1013.85,50.5,444.49
3339,15.42,39.82,1012.89,83.54,469.9
3340,23.43,60.32,1015.34,69.34,446.88
3341,17.82,65.48,1019.64,86.6,449.21
3342,32.0,73.17,1009.94,40.48,428.69
3343,18.76,58.79,1016.66,88.22,453.44
3344,29.34,70.94,1007.82,62.43,433.57
